source:,"Table 32-10-0119-01  Production and disposition of eggs, annual",,,,,,,,,,,,,
REF_DATE,GEO,DGUID,Production and disposition,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2008,Prince Edward Island,2016A000211,"Disposition of eggs in shell, leakers and rejects [116111311]",Dozens,129,thousands,3,v61029,3.8,65,,,,0
2008,Prince Edward Island,2016A000211,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61084,3.9,4049,,,,0
2008,Prince Edward Island,2016A000211,Total value of disposition of eggs in shell,Dollars,81,thousands,3,v29434483,3.15,4049,,,,0
2008,Prince Edward Island,2016A000211,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61085,3.1,4041,,,,0
2008,Prince Edward Island,2016A000211,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61086,3.11,0,,,,0
2008,Prince Edward Island,2016A000211,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61087,3.12,8,,,,0
2008,Nova Scotia,2016A000212,Average number of layers,Layers,201,thousands,3,v61004,4.1,734,,,,0
2008,Nova Scotia,2016A000212,Eggs per 100 layers,Eggs,132,units ,0,v61015,4.2,31636,,,,0
2008,Nova Scotia,2016A000212,Production of eggs in shell,Dozens,129,thousands,3,v61035,4.3,19353,,,,0
2008,Nova Scotia,2016A000212,Total disposition of eggs in shell,Dozens,129,thousands,3,v29434484,4.14,19353,,,,0
2008,Nova Scotia,2016A000212,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61036,4.4,18958,,,,0
2008,Nova Scotia,2016A000212,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61037,4.5,0,,,,0
2008,Nova Scotia,2016A000212,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61038,4.6,18,,,,0
2008,Nova Scotia,2016A000212,"Disposition of eggs in shell, leakers and rejects [116111311]",Dozens,129,thousands,3,v61040,4.8,377,,,,0
2008,Nova Scotia,2016A000212,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61093,4.9,24259,,,,0
2008,Nova Scotia,2016A000212,Total value of disposition of eggs in shell,Dollars,81,thousands,3,v29434485,4.15,24259,,,,0
2008,Nova Scotia,2016A000212,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61094,4.1,24221,,,,0
2008,Nova Scotia,2016A000212,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61095,4.11,0,,,,0
2008,Nova Scotia,2016A000212,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61096,4.12,38,,,,0
2008,New Brunswick,2016A000213,Average number of layers,Layers,201,thousands,3,v61005,5.1,767,,,,0
2008,New Brunswick,2016A000213,Eggs per 100 layers,Eggs,132,units ,0,v61016,5.2,25043,,,,0
2008,New Brunswick,2016A000213,Production of eggs in shell,Dozens,129,thousands,3,v61041,5.3,16007,,,,0
2008,New Brunswick,2016A000213,Total disposition of eggs in shell,Dozens,129,thousands,3,v29434486,5.14,16007,,,,0
2008,New Brunswick,2016A000213,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61042,5.4,10665,,,,0
2008,New Brunswick,2016A000213,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61043,5.5,5019,,,,0
2008,New Brunswick,2016A000213,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61044,5.6,11,,,,0
2008,New Brunswick,2016A000213,"Disposition of eggs in shell, leakers and rejects [116111311]",Dozens,129,thousands,3,v61046,5.8,312,,,,0
2008,New Brunswick,2016A000213,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61098,5.9,29274,,,,0
2008,New Brunswick,2016A000213,Total value of disposition of eggs in shell,Dollars,81,thousands,3,v29434487,5.15,29274,,,,0
2008,New Brunswick,2016A000213,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61099,5.1,13569,,,,0
2008,New Brunswick,2016A000213,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61100,5.11,15689,,,,0
2008,New Brunswick,2016A000213,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61101,5.12,17,,,,0
2008,Quebec,2016A000224,Average number of layers,Layers,201,thousands,3,v61006,6.1,4828,,,,0
2008,Quebec,2016A000224,Eggs per 100 layers,Eggs,132,units ,0,v61017,6.2,26598,,,,0
2008,Quebec,2016A000224,Production of eggs in shell,Dozens,129,thousands,3,v61047,6.3,107014,,,,0
2008,Quebec,2016A000224,Total disposition of eggs in shell,Dozens,129,thousands,3,v29434488,6.14,107014,,,,0
2008,Quebec,2016A000224,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61048,6.4,88596,,,,0
2008,Quebec,2016A000224,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61049,6.5,16259,,,,0
2008,Quebec,2016A000224,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61050,6.6,72,,,,0
2008,Quebec,2016A000224,"Disposition of eggs in shell, leakers and rejects [116111311]",Dozens,129,thousands,3,v61052,6.8,2087,,,,0
2008,Quebec,2016A000224,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61103,6.9,178831,,,,0
2008,Quebec,2016A000224,Total value of disposition of eggs in shell,Dollars,81,thousands,3,v29434489,6.15,178831,,,,0
2008,Quebec,2016A000224,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61104,6.1,114911,,,,0
2008,Quebec,2016A000224,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61105,6.11,63824,,,,0
2008,Quebec,2016A000224,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61106,6.12,96,,,,0
2008,Ontario,2016A000235,Average number of layers,Layers,201,thousands,3,v61007,7.1,9495,,,,0
2008,Ontario,2016A000235,Eggs per 100 layers,Eggs,132,units ,0,v61018,7.2,29527,,,,0
2008,Ontario,2016A000235,Production of eggs in shell,Dozens,129,thousands,3,v61053,7.3,233632,,,,0
2008,Ontario,2016A000235,Total disposition of eggs in shell,Dozens,129,thousands,3,v29434490,7.14,233632,,,,0
2008,Ontario,2016A000235,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61054,7.4,210477,,,,0
2008,Ontario,2016A000235,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61055,7.5,18192,,,,0
2008,Ontario,2016A000235,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61056,7.6,408,,,,0
2008,Ontario,2016A000235,"Disposition of eggs in shell, leakers and rejects [116111311]",Dozens,129,thousands,3,v61058,7.8,4555,,,,0
2008,Ontario,2016A000235,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61108,7.9,332990,,,,0
2008,Ontario,2016A000235,Total value of disposition of eggs in shell,Dollars,81,thousands,3,v29434491,7.15,332990,,,,0
2008,Ontario,2016A000235,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61109,7.1,262027,,,,0
2008,Ontario,2016A000235,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61110,7.11,70385,,,,0
2008,Ontario,2016A000235,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61111,7.12,578,,,,0
2008,Manitoba,2016A000246,Average number of layers,Layers,201,thousands,3,v61008,8.1,2973,,,,0
2008,Manitoba,2016A000246,Eggs per 100 layers,Eggs,132,units ,0,v61019,8.2,32479,,,,0
2008,Manitoba,2016A000246,Production of eggs in shell,Dozens,129,thousands,3,v61059,8.3,80467,,,,0
2008,Manitoba,2016A000246,Total disposition of eggs in shell,Dozens,129,thousands,3,v29434492,8.14,80467,,,,0
2008,Manitoba,2016A000246,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61060,8.4,75423,,,,0
2008,Manitoba,2016A000246,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61061,8.5,3283,,,,0
2008,Manitoba,2016A000246,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61062,8.6,192,,,,0
2008,Manitoba,2016A000246,"Disposition of eggs in shell, leakers and rejects [116111311]",Dozens,129,thousands,3,v61064,8.8,1569,,,,0
2008,Manitoba,2016A000246,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61113,8.9,97342,,,,0
2008,Manitoba,2016A000246,Total value of disposition of eggs in shell,Dollars,81,thousands,3,v29434493,8.15,97342,,,,0
2008,Manitoba,2016A000246,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61114,8.1,83512,,,,0
2008,Manitoba,2016A000246,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61115,8.11,13601,,,,0
2008,Manitoba,2016A000246,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61116,8.12,229,,,,0
2008,Saskatchewan,2016A000247,Average number of layers,Layers,201,thousands,3,v61009,9.1,1148,,,,0
2008,Saskatchewan,2016A000247,Eggs per 100 layers,Eggs,132,units ,0,v61020,9.2,27640,,,,0
2008,Saskatchewan,2016A000247,Production of eggs in shell,Dozens,129,thousands,3,v61065,9.3,26442,,,,0
2008,Saskatchewan,2016A000247,Total disposition of eggs in shell,Dozens,129,thousands,3,v29434494,9.14,26442,,,,0
2008,Saskatchewan,2016A000247,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61066,9.4,23536,,,,0
2008,Saskatchewan,2016A000247,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61067,9.5,2211,,,,0
2008,Saskatchewan,2016A000247,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61068,9.6,180,,,,0
2008,Saskatchewan,2016A000247,"Disposition of eggs in shell, leakers and rejects [116111311]",Dozens,129,thousands,3,v61070,9.8,516,,,,0
2008,Saskatchewan,2016A000247,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61118,9.9,38712,,,,0
2008,Saskatchewan,2016A000247,Total value of disposition of eggs in shell,Dollars,81,thousands,3,v29434495,9.15,38712,,,,0
2008,Saskatchewan,2016A000247,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61119,9.1,28993,,,,0
2008,Saskatchewan,2016A000247,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61120,9.11,9462,,,,0
2008,Saskatchewan,2016A000247,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61121,9.12,257,,,,0
2008,Alberta,2016A000248,Average number of layers,Layers,201,thousands,3,v61010,10.1,2337,,,,0
2008,Alberta,2016A000248,Eggs per 100 layers,Eggs,132,units ,0,v61021,10.2,25042,,,,0
2008,Alberta,2016A000248,Production of eggs in shell,Dozens,129,thousands,3,v61071,10.3,48769,,,,0
2008,Alberta,2016A000248,Total disposition of eggs in shell,Dozens,129,thousands,3,v29434496,10.14,48769,,,,0
2008,Alberta,2016A000248,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61072,10.4,40889,,,,0
2008,Alberta,2016A000248,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61073,10.5,6507,,,,0
2008,Alberta,2016A000248,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61074,10.6,420,,,,0
2008,Alberta,2016A000248,"Disposition of eggs in shell, leakers and rejects [116111311]",Dozens,129,thousands,3,v61076,10.8,952,,,,0
2008,Alberta,2016A000248,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61123,10.9,81935,,,,0
2008,Alberta,2016A000248,Total value of disposition of eggs in shell,Dollars,81,thousands,3,v29434497,10.15,81935,,,,0
2008,Alberta,2016A000248,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61124,10.1,53503,,,,0
2008,Alberta,2016A000248,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61125,10.11,27843,,,,0
2008,Alberta,2016A000248,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61126,10.12,589,,,,0
2008,British Columbia,2016A000259,Average number of layers,Layers,201,thousands,3,v61011,11.1,3223,,,,0
2008,British Columbia,2016A000259,Eggs per 100 layers,Eggs,132,units ,0,v61022,11.2,27247,,,,0
2008,British Columbia,2016A000259,Production of eggs in shell,Dozens,129,thousands,3,v61077,11.3,73180,,,,0
2008,British Columbia,2016A000259,Total disposition of eggs in shell,Dozens,129,thousands,3,v29434498,11.14,73180,,,,0
2008,British Columbia,2016A000259,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61078,11.4,62197,,,,0
2008,British Columbia,2016A000259,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61079,11.5,9303,,,,0
2008,British Columbia,2016A000259,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61080,11.6,252,,,,0
2008,British Columbia,2016A000259,"Disposition of eggs in shell, leakers and rejects [116111311]",Dozens,129,thousands,3,v61082,11.8,1429,,,,0
2008,British Columbia,2016A000259,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61128,11.9,124744,,,,0
2008,British Columbia,2016A000259,Total value of disposition of eggs in shell,Dollars,81,thousands,3,v29434499,11.15,124744,,,,0
2008,British Columbia,2016A000259,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61129,11.1,82295,,,,0
2008,British Columbia,2016A000259,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61130,11.11,42051,,,,0
2008,British Columbia,2016A000259,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61131,11.12,398,,,,0
2009,Canada,2016A000011124,Average number of layers,Layers,201,thousands,3,v61001,1.1,26296,,,,0
2009,Canada,2016A000011124,Eggs per 100 layers,Eggs,132,units ,0,v61012,1.2,28284,,,,0
2009,Canada,2016A000011124,Production of eggs in shell,Dozens,129,thousands,3,v61023,1.3,619800,,,,0
2009,Canada,2016A000011124,Total disposition of eggs in shell,Dozens,129,thousands,3,v29434478,1.14,619801,,,,0
2009,Canada,2016A000011124,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v25653426,1.4,545995,,,,0
2009,Canada,2016A000011124,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v25653427,1.5,60181,,,,0
2009,Canada,2016A000011124,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v25653428,1.6,1536,,,,0
2009,Canada,2016A000011124,"Disposition of eggs in shell, leakers and rejects [116111311]",Dozens,129,thousands,3,v25653429,1.8,12089,,,,0
2009,Canada,2016A000011124,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61083,1.9,931682,,,,0
2009,Canada,2016A000011124,Total value of disposition of eggs in shell,Dollars,81,thousands,3,v29434479,1.15,931682,,,,0
2009,Canada,2016A000011124,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v25653430,1.1,683956,,,,0
2009,Canada,2016A000011124,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v25653431,1.11,245595,,,,0
2009,Canada,2016A000011124,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v25653432,1.12,2131,,,,0
2009,Newfoundland and Labrador,2016A000210,Average number of layers,Layers,201,thousands,3,v61003,2.1,354,,,,0
2009,Newfoundland and Labrador,2016A000210,Eggs per 100 layers,Eggs,132,units ,0,v61014,2.2,31756,,,,0
2009,Newfoundland and Labrador,2016A000210,Production of eggs in shell,Dozens,129,thousands,3,v61030,2.3,9360,,,,0
2009,Newfoundland and Labrador,2016A000210,Total disposition of eggs in shell,Dozens,129,thousands,3,v29434480,2.14,9361,,,,0
2009,Newfoundland and Labrador,2016A000210,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61031,2.4,9176,,,,0
2009,Newfoundland and Labrador,2016A000210,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61032,2.5,0,,,,0
2009,Newfoundland and Labrador,2016A000210,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61033,2.6,2,,,,0
2009,Newfoundland and Labrador,2016A000210,"Disposition of eggs in shell, leakers and rejects [116111311]",Dozens,129,thousands,3,v61034,2.8,183,,,,0
2009,Newfoundland and Labrador,2016A000210,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61089,2.9,12698,,,,0
2009,Newfoundland and Labrador,2016A000210,Total value of disposition of eggs in shell,Dollars,81,thousands,3,v29434481,2.15,12698,,,,0
2009,Newfoundland and Labrador,2016A000210,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61090,2.1,12695,,,,0
2009,Newfoundland and Labrador,2016A000210,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61091,2.11,0,,,,0
2009,Newfoundland and Labrador,2016A000210,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61092,2.12,4,,,,0
2009,Prince Edward Island,2016A000211,Average number of layers,Layers,201,thousands,3,v61002,3.1,130,,,,0
2009,Prince Edward Island,2016A000211,Eggs per 100 layers,Eggs,132,units ,0,v61013,3.2,30941,,,,0
2009,Prince Edward Island,2016A000211,Production of eggs in shell,Dozens,129,thousands,3,v61024,3.3,3339,,,,0
2009,Prince Edward Island,2016A000211,Total disposition of eggs in shell,Dozens,129,thousands,3,v29434482,3.14,3339,,,,0
2009,Prince Edward Island,2016A000211,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61025,3.4,3269,,,,0
2009,Prince Edward Island,2016A000211,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61026,3.5,0,,,,0
2009,Prince Edward Island,2016A000211,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61027,3.6,5,,,,0
2009,Prince Edward Island,2016A000211,"Disposition of eggs in shell, leakers and rejects [116111311]",Dozens,129,thousands,3,v61029,3.8,65,,,,0
2009,Prince Edward Island,2016A000211,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61084,3.9,3949,,,,0
2009,Prince Edward Island,2016A000211,Total value of disposition of eggs in shell,Dollars,81,thousands,3,v29434483,3.15,3949,,,,0
2009,Prince Edward Island,2016A000211,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61085,3.1,3942,,,,0
2009,Prince Edward Island,2016A000211,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61086,3.11,0,,,,0
2009,Prince Edward Island,2016A000211,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61087,3.12,7,,,,0
2009,Nova Scotia,2016A000212,Average number of layers,Layers,201,thousands,3,v61004,4.1,777,,,,0
2009,Nova Scotia,2016A000212,Eggs per 100 layers,Eggs,132,units ,0,v61015,4.2,30507,,,,0
2009,Nova Scotia,2016A000212,Production of eggs in shell,Dozens,129,thousands,3,v61035,4.3,19761,,,,0
2009,Nova Scotia,2016A000212,Total disposition of eggs in shell,Dozens,129,thousands,3,v29434484,4.14,19761,,,,0
2009,Nova Scotia,2016A000212,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61036,4.4,19358,,,,0
2009,Nova Scotia,2016A000212,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61037,4.5,0,,,,0
2009,Nova Scotia,2016A000212,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61038,4.6,18,,,,0
2009,Nova Scotia,2016A000212,"Disposition of eggs in shell, leakers and rejects [116111311]",Dozens,129,thousands,3,v61040,4.8,385,,,,0
2009,Nova Scotia,2016A000212,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61093,4.9,24359,,,,0
2009,Nova Scotia,2016A000212,Total value of disposition of eggs in shell,Dollars,81,thousands,3,v29434485,4.15,24359,,,,0
2009,Nova Scotia,2016A000212,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61094,4.1,24322,,,,0
2009,Nova Scotia,2016A000212,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61095,4.11,0,,,,0
2009,Nova Scotia,2016A000212,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61096,4.12,37,,,,0
2009,New Brunswick,2016A000213,Average number of layers,Layers,201,thousands,3,v61005,5.1,773,,,,0
2009,New Brunswick,2016A000213,Eggs per 100 layers,Eggs,132,units ,0,v61016,5.2,25289,,,,0
2009,New Brunswick,2016A000213,Production of eggs in shell,Dozens,129,thousands,3,v61041,5.3,16280,,,,0
2009,New Brunswick,2016A000213,Total disposition of eggs in shell,Dozens,129,thousands,3,v29434486,5.14,16280,,,,0
2009,New Brunswick,2016A000213,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61042,5.4,10850,,,,0
2009,New Brunswick,2016A000213,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61043,5.5,5102,,,,0
2009,New Brunswick,2016A000213,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61044,5.6,11,,,,0
2009,New Brunswick,2016A000213,"Disposition of eggs in shell, leakers and rejects [116111311]",Dozens,129,thousands,3,v61046,5.8,318,,,,0
2009,New Brunswick,2016A000213,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61098,5.9,29739,,,,0
2009,New Brunswick,2016A000213,Total value of disposition of eggs in shell,Dollars,81,thousands,3,v29434487,5.15,29739,,,,0
2009,New Brunswick,2016A000213,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61099,5.1,13774,,,,0
2009,New Brunswick,2016A000213,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61100,5.11,15948,,,,0
2009,New Brunswick,2016A000213,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61101,5.12,17,,,,0
2009,Quebec,2016A000224,Average number of layers,Layers,201,thousands,3,v61006,6.1,4856,,,,0
2009,Quebec,2016A000224,Eggs per 100 layers,Eggs,132,units ,0,v61017,6.2,26543,,,,0
2009,Quebec,2016A000224,Production of eggs in shell,Dozens,129,thousands,3,v61047,6.3,107412,,,,0
2009,Quebec,2016A000224,Total disposition of eggs in shell,Dozens,129,thousands,3,v29434488,6.14,107412,,,,0
2009,Quebec,2016A000224,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61048,6.4,89153,,,,0
2009,Quebec,2016A000224,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61049,6.5,16091,,,,0
2009,Quebec,2016A000224,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61050,6.6,72,,,,0
2009,Quebec,2016A000224,"Disposition of eggs in shell, leakers and rejects [116111311]",Dozens,129,thousands,3,v61052,6.8,2096,,,,0
2009,Quebec,2016A000224,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61103,6.9,181064,,,,0
2009,Quebec,2016A000224,Total value of disposition of eggs in shell,Dollars,81,thousands,3,v29434489,6.15,181064,,,,0
2009,Quebec,2016A000224,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61104,6.1,116461,,,,0
2009,Quebec,2016A000224,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61105,6.11,64507,,,,0
2009,Quebec,2016A000224,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61106,6.12,96,,,,0
2009,Ontario,2016A000235,Average number of layers,Layers,201,thousands,3,v61007,7.1,9708,,,,0
2009,Ontario,2016A000235,Eggs per 100 layers,Eggs,132,units ,0,v61018,7.2,28966,,,,0
2009,Ontario,2016A000235,Production of eggs in shell,Dozens,129,thousands,3,v61053,7.3,234331,,,,0
2009,Ontario,2016A000235,Total disposition of eggs in shell,Dozens,129,thousands,3,v29434490,7.14,234331,,,,0
2009,Ontario,2016A000235,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61054,7.4,211105,,,,0
2009,Ontario,2016A000235,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61055,7.5,18261,,,,0
2009,Ontario,2016A000235,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61056,7.6,396,,,,0
2009,Ontario,2016A000235,"Disposition of eggs in shell, leakers and rejects [116111311]",Dozens,129,thousands,3,v61058,7.8,4569,,,,0
2009,Ontario,2016A000235,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61108,7.9,338140,,,,0
2009,Ontario,2016A000235,Total value of disposition of eggs in shell,Dollars,81,thousands,3,v29434491,7.15,338140,,,,0
2009,Ontario,2016A000235,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61109,7.1,265275,,,,0
2009,Ontario,2016A000235,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61110,7.11,72307,,,,0
2009,Ontario,2016A000235,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61111,7.12,558,,,,0
2009,Manitoba,2016A000246,Average number of layers,Layers,201,thousands,3,v61008,8.1,2999,,,,0
2009,Manitoba,2016A000246,Eggs per 100 layers,Eggs,132,units ,0,v61019,8.2,31860,,,,0
2009,Manitoba,2016A000246,Production of eggs in shell,Dozens,129,thousands,3,v61059,8.3,79623,,,,0
2009,Manitoba,2016A000246,Total disposition of eggs in shell,Dozens,129,thousands,3,v29434492,8.14,79623,,,,0
2009,Manitoba,2016A000246,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61060,8.4,74682,,,,0
2009,Manitoba,2016A000246,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61061,8.5,3197,,,,0
2009,Manitoba,2016A000246,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61062,8.6,192,,,,0
2009,Manitoba,2016A000246,"Disposition of eggs in shell, leakers and rejects [116111311]",Dozens,129,thousands,3,v61064,8.8,1552,,,,0
2009,Manitoba,2016A000246,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61113,8.9,95268,,,,0
2009,Manitoba,2016A000246,Total value of disposition of eggs in shell,Dollars,81,thousands,3,v29434493,8.15,95268,,,,0
2009,Manitoba,2016A000246,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61114,8.1,81535,,,,0
2009,Manitoba,2016A000246,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61115,8.11,13513,,,,0
2009,Manitoba,2016A000246,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61116,8.12,220,,,,0
2009,Saskatchewan,2016A000247,Average number of layers,Layers,201,thousands,3,v61009,9.1,1202,,,,0
2009,Saskatchewan,2016A000247,Eggs per 100 layers,Eggs,132,units ,0,v61020,9.2,27308,,,,0
2009,Saskatchewan,2016A000247,Production of eggs in shell,Dozens,129,thousands,3,v61065,9.3,27354,,,,0
2009,Saskatchewan,2016A000247,Total disposition of eggs in shell,Dozens,129,thousands,3,v29434494,9.14,27354,,,,0
2009,Saskatchewan,2016A000247,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61066,9.4,24019,,,,0
2009,Saskatchewan,2016A000247,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61067,9.5,2620,,,,0
2009,Saskatchewan,2016A000247,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61068,9.6,180,,,,0
2009,Saskatchewan,2016A000247,"Disposition of eggs in shell, leakers and rejects [116111311]",Dozens,129,thousands,3,v61070,9.8,535,,,,0
2009,Saskatchewan,2016A000247,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61118,9.9,40984,,,,0
2009,Saskatchewan,2016A000247,Total value of disposition of eggs in shell,Dollars,81,thousands,3,v29434495,9.15,40984,,,,0
